,percent,n_components,Score in test,Training Time,Best Parameters,Best Score in CV,cv_mean_test_score,cv_std_test_score,cv_mean_fit_time,cv_std_fit_time
24,0.03073458107536611,125,0.7626141972971299,266.69353342056274,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7700977013623918,0.7700977013623918,0.002314333842106626,151.9441839694977,62.896969105954554
25,0.03073458107536611,125,0.7732232724969536,82.23837566375732,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7704396308048549,0.7704396308048549,0.003071632622366171,167.06882591247557,58.51945417402265
26,0.03073458107536611,125,0.7676330265123612,254.06131839752197,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7690283005985422,0.7690283005985422,0.0022536376237025546,159.29531378746032,139.303112017079
27,0.03073458107536611,125,0.7703386504925888,291.06622099876404,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7698429602180037,0.7698429602180037,0.0019185041133215786,192.42333540916442,88.1057202795108
28,0.03688149729043933,150,0.7730993507879356,860.4725847244263,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7774641570878154,0.7774641570878154,0.002325449411112215,210.71359705924988,105.50903833827691
29,0.03688149729043933,150,0.7735468458482785,226.6902084350586,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7758990783406284,0.7758990783406284,0.004329766996135419,498.07717833518984,318.8388399248631
30,0.03688149729043933,150,0.7772920352763798,702.2985820770264,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.776537028736635,0.776537028736635,0.0019065818425285227,307.0100558757782,97.59556271332059
31,0.03688149729043933,150,0.7734917695331593,223.2121820449829,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.7764291703577595,0.7764291703577595,0.0019570728448171037,313.85817556381227,164.23348921873554
32,0.049175329720585775,200,0.7837221950665391,422.7140648365021,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7831966828791593,0.7831966828791593,0.0017691624460395097,454.86715416908265,156.50295918045512
33,0.049175329720585775,200,0.7796740859052825,1098.7328732013702,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.7823567718173465,0.7823567718173465,0.0027034246042361583,526.2773332118988,210.51638747833562
34,0.049175329720585775,200,0.7851472947202467,632.4885096549988,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.785484645556204,0.785484645556204,0.004229936251353171,1033.1264724731445,614.4649717010362
35,0.049175329720585775,200,0.7831301246790083,634.9434292316437,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 5.623413251903491}",0.7834307492293577,0.7834307492293577,0.001027728928481851,388.4794608592987,215.77128187422323
36,0.07376299458087866,300,0.7919010278617309,862.5082893371582,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7927248902558179,0.7927248902558179,0.002873601851732992,2166.6595533370973,895.6234923199742
37,0.07376299458087866,300,0.7928304406793664,1230.6409537792206,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 1000000.0}",0.7927684843390259,0.7927684843390259,0.0019062298867486907,1414.4758741855621,494.22650382039967
38,0.07376299458087866,300,0.7930989377155722,795.3805596828461,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 17782.794100389227}",0.7931081221001058,0.7931081221001058,0.0024715569792753507,1072.4793219089509,386.89849021751826
39,0.07376299458087866,300,0.7943794620420921,334.8462903499603,"{'nystroem__gamma': 0.004629629629629629, 'svm__C': 316.22776601683796}",0.7918826662892051,0.7918826662892051,0.0016776317120232298,1119.5566590309143,448.5583839031438
