n-components,fit-time-random-feature,score-in-test,transform-time-random-feature
56,0.0001418590545654297,0.5762901425647295,0.00020503997802734375
61,0.00014901161193847656,0.5965739800206787,0.0002269744873046875
65,0.00014519691467285156,0.5934722522868913,0.00023293495178222656
70,0.0001590251922607422,0.5755365936811704,0.0002608299255371094
75,0.00014519691467285156,0.5927652175494722,0.00026297569274902344
80,0.0001461505889892578,0.5732460738058074,0.0002741813659667969
85,0.00015306472778320312,0.5931241203749137,0.0002968311309814453
90,0.00014472007751464844,0.573451629839043,0.000308990478515625
94,0.0001518726348876953,0.5734429711442883,0.00032401084899902344
99,0.00014710426330566406,0.589078638976813,0.0003426074981689453
104,0.0001461505889892578,0.5746083487261532,0.0003478527069091797
109,0.00015425682067871094,0.5888915423250348,0.0003638267517089844
114,0.00016498565673828125,0.5746270913686691,0.0003809928894042969
118,0.0001609325408935547,0.5745827147714981,0.00039076805114746094
123,0.00014901161193847656,0.5862276282223376,0.00046706199645996094
128,0.00017118453979492188,0.5747511754891418,0.0005519390106201172
133,0.00014901161193847656,0.5833406119944152,0.00047707557678222656
138,0.00016498565673828125,0.5700709182848477,0.0007450580596923828
143,0.00014901161193847656,0.5825040047446922,0.0005049705505371094
147,0.00015473365783691406,0.5808667078416423,0.0005338191986083984
152,0.00014901161193847656,0.5735587860712738,0.0005300045013427734
157,0.00016188621520996094,0.5812216795494097,0.0005581378936767578
162,0.00015211105346679688,0.5723366285102377,0.0005471706390380859
167,0.00015306472778320312,0.5814255833333498,0.0005867481231689453
171,0.0001499652862548828,0.582364590582678,0.0006079673767089844
176,0.00015115737915039062,0.5741875038573736,0.0006000995635986328
181,0.0001647472381591797,0.5818740504580399,0.0008492469787597656
186,0.00015425682067871094,0.5729556407700067,0.0006198883056640625
191,0.0001609325408935547,0.5806650509624782,0.0006411075592041016
196,0.00015211105346679688,0.5717309190537485,0.0007097721099853516
200,0.00015282630920410156,0.5732176893420275,0.0006680488586425781
205,0.000141143798828125,0.58263285648331,0.0025191307067871094
210,0.0001728534698486328,0.5713467056568814,0.0013382434844970703
215,0.00015807151794433594,0.5809137829363249,0.0007498264312744141
27,0.0001609325408935547,0.6336750700230753,0.00017213821411132812
32,0.00014591217041015625,0.581505859185221,0.0001201629638671875
36,0.00014090538024902344,0.5757433368268638,0.00013899803161621094
41,0.00014090538024902344,0.6148013635400025,0.0001659393310546875
46,0.00014281272888183594,0.5725153417489526,0.00015425682067871094
51,0.00014090538024902344,0.6064105033344405,0.0001690387725830078
56,0.00014781951904296875,0.5758207289710289,0.00018095970153808594
61,0.0001430511474609375,0.5978159070483123,0.00020194053649902344
65,0.00017189979553222656,0.5962665866993927,0.0003509521484375
70,0.00014591217041015625,0.5754354814723339,0.0002460479736328125
75,0.00017309188842773438,0.5968862985359858,0.00026798248291015625
80,0.00024771690368652344,0.575756076710313,0.0003311634063720703
85,0.00015401840209960938,0.591043060306354,0.0002758502960205078
90,0.00015997886657714844,0.5740499092888776,0.0002548694610595703
94,0.00015306472778320312,0.5733308615506665,0.00026607513427734375
99,0.00015807151794433594,0.5927296894670968,0.00032210350036621094
104,0.0002410411834716797,0.5735722336936226,0.0003829002380371094
109,0.0001506805419921875,0.5889570233680974,0.00036025047302246094
114,0.0001518726348876953,0.5751055328542986,0.00036716461181640625
118,0.00017404556274414062,0.5732960733906187,0.00038504600524902344
123,0.00015497207641601562,0.5851894196184237,0.000537872314453125
128,0.0001652240753173828,0.5734148439166336,0.0005908012390136719
133,0.00014901161193847656,0.5846408804833234,0.01123499870300293
138,0.00016307830810546875,0.5738722565647003,0.0005199909210205078
143,0.00015687942504882812,0.5832808408871043,0.0005130767822265625
147,0.00015211105346679688,0.5839322261252574,0.0005178451538085938
152,0.0001499652862548828,0.5745416442618294,0.0005338191986083984
157,0.00017189979553222656,0.5833688798389509,0.0009548664093017578
162,0.00015282630920410156,0.5736987226027193,0.0005810260772705078
167,0.00017499923706054688,0.5812489170061285,0.0006947517395019531
171,0.0001621246337890625,0.5836978012522005,0.0005819797515869141
176,0.00018095970153808594,0.5734546304935695,0.0007009506225585938
181,0.00015425682067871094,0.5833031468645451,0.0006382465362548828
186,0.0002110004425048828,0.5742202987863153,0.0007150173187255859
191,0.00018286705017089844,0.5821929516085858,0.0006740093231201172
196,0.00015878677368164062,0.5736364314516331,0.0006961822509765625
200,0.0001609325408935547,0.5754184118189734,0.0006940364837646484
205,0.00015997886657714844,0.5813105721232091,0.0007138252258300781
210,0.0001621246337890625,0.5744592302358973,0.0007348060607910156
215,0.00016117095947265625,0.5820109831787373,0.0007457733154296875
